ItemNumber,UPC,GTIN,Category,Brand,Name,Varietal,BlendDetails,Vintage,WineType,BarrelAged,Age,Proof,Style,Country,SubRegion,BottleSize,BottleUOM,Closure,BottleMaterial,BottleHeight,BottleWidth,BottleDepth,BottleWeight,BottlesPerCase,VolumeCaseLiters,CaseWidth,CaseDepth,CaseHeight,CaseWeight,CaseCube,Ti,Hi,CasesPerPallet,CasesProduced,Vinification,Kosher,Mevushal,KosherCertifyingAgency,GlutenFree,Vegan,TastingNote,FoodPairing,WinemakersDistillers,ProductionProcess,SoilType,Topography,AgingProcess,ABVProof,pH,Acidity,ResidualSugarGL,Brix,Awards,Reviews,Rating
14380,087752025758,10087752025755,Wines Under,Herzog,KABB SINGLE VINEYARD HERZOG 750 ML,Cabernet Sauvignon,,2016,Red,No,,,Dry,USA,"Sonoma County, California",750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.4,12.7,13.3,37.15,0,15,4,70,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Dark royal purple in color, with on the nose blackberries, cassis, tobacco leaves, smoky wood, as well as hints of nutmeg. Full-bodied, concentrated and layered, with on the palate ripe black forest berries, graphite, herbs, hints of earth, medium-plus acidity with fine grained, slightly chewy tannins that gently coat the mout with notes of dark chocolate covered cherries and roasted hazelnuts on a long and elegant finish.",,,0,,,,14.00,,,,0,,,
32950,087752026205,10087752026202,Imports Under,Jezreel,NAHALAL JEZREEL 750 ML,,Shiraz/Carignan,2019,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10.87,14.49,11.42,32.85,1.11,11,5,70,650,Each varietal was handpicked into small containers without compression and sorted carefully. Part of the wine was fermented and aged in French oak barrels for 12 months and and some was fermented and aged in stainless steel. After mixing the wine rested for one month until it was bottled. ,Kosher For Passover,Yes,OK; Babad,No,No,"This wine is rich and deep with intense flavors, unique aromas and a long, smooth and delightful finish.","Mediterranean dishes, pizza, pasta, and grilled fish.",Yehuda Nahar,0,,Mediterranean climate,French oak + Stainless steel ,14.10,,14.1,,0,,,
39035,851561007270,10851561007338,Imports Under,Carmel Wines,CREEK RED YATIR GIFT 750 ML,,,2017,,No,,,,,,750,ML,,,0,0,0,0,4,3,15.35,14.6,12.99,20.59,0,14,7,24,,,,No,,No,No,,,,,,,,14.50,,,,,,,
40295,087752025406,10087752025403,Imports Under,French Selections,CHATEAU LES RIGANES WHITE 750 ML,Sauvignon Blanc,,2020,White,No,,,Dry,France,Bordeaux,750,ML,,Glass,0,0,0,0,12,9,9.21,12.28,11.85,35.94,0.87,0,0,70,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"Light gold in color with green reflections. On the nose, bursting aromas of yellow grapefruit, earthy minerals, lemon peel, hints of freshly cut grass and white spring flowers. Light to medium-bodied, with a mind-blowing first attack of citrus fruits followed by hints of slate on the mid palate, zesty lemon, herbal notes, basil, tart green pear, medium-plus acidity, with more saline and orange blossom notes that linger on a remarkably long and mouth-watering finish.",,,0,,,,12.50,,,,0,,,
39160,019962401503,10019962401500,Imports Under,Covenant,COVENANT ISRAEL BLUE C ROSE 750 ML,,Cabernet Sauvignon/Syrah,2020,Rose,No,,,Dry,Israel,,750,ML,,Glass,11.75,3.35,3.35,3.1,12,9,11.5,15,13,39.4,0.55,0,0,55,,,Kosher For Passover,No,OU; Tartikov,No,No,,,,0,,,,11.40,,,,0,,,
23226,087752023549,10087752023546,Imports Under,Elvi,HERENZA RESERVA ELVI WINES 1.5LIT,Tempranillo,Tempranillo,2015,Red,No,,,Dry,Spain,,1.50,L,Cork,Glass,0,0,0,0,1,1.5,4.95,16.85,5,9,0,0,0,220,600,"Harvest date in October. After a field manual selection, the grapes were stripped and pressed, going through a peristaltic pump to 9.000 kg tanks. Controlled temp. fermentation at 26ÂºC. Taken from the cask after 16 days of maceration, discarding the wine from the press.  Aged 30 months in new and 2 years old oak barrels (70%) American and (30%) French. Bottled in June 2017. 
",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,,,Anne AletÃ ,0,Clay-ferrous soils.,"We can find a combination of Atlantic and Mediterranean climate, with a strong influence the last one as we penetrate into the territory from west to east, evolving toward a driest and hottest climate. The annual average precipitation is around 400 mm.",Aged 30 months in new and 2 years old oak barrels (70%) American and (30%),14.50,,5.6,1.6,0,,,
40980,087752024188,10087752024185,Imports Under,French Selections,CHATEAU ST CORBIAN 750 ML,,,2016,Red,No,,,Dry,France,Saint-Estephe,750,ML,,Glass,11.85,2.85,2.85,2.75,12,9,13,19.75,7,39,1.04,0,0,56,,,Kosher For Passover,No,,No,No,"Deep purple in color. On the nose, anis, black cherries, cassis, candied strawberries and cold tobacco. Medium, perhaps medium to full-bodied, with a rich mouth-feel. On the palate, ripe black forest fruit, velvety, sweet licorice, sweet pipe tobacco, some earth on the mid-palate, medium-low acidity, silky tannins, with notes of chocolate covered coffee beans on the fairly long finish.",,,0,,,,14.00,,,,0,,,
14617,087752024546,10087752024543,Wines Under,Herzog,CABERNET SAUV TRESTLE GLEN VINEYARD 3LIT,Cabernet Sauvignon,,2013,Red,No,,,Dry,USA,"Trestle Glen Vineyard, California",3,L,Natural Cork,Glass,0,0,0,0,1,3,9,9.12,23.12,13.2,1.1,0,0,40,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,,,,0,,,,14.50,,,,0,,,
26000,087752005641,,Imports Under,Bartenura Wines,BARTENURA COMBO PACK 750 ML,,,,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,9.13,12.6,11.85,32.3,0,0,0,64,,,,Yes,,No,No,,,,,,,,5.00,,,,,,,
42092,087752018958,10087752018955,Imports Under,French Selections,Baron Bastis Chardonnay 750ml,,,2014,,No,,,,,,750,ML,,,0,0,0,0,12,9,1,1,1,1,0,0,0,1,,,,Yes,,No,No,,,,,,,,12.00,,,,,,,
40911,087752009574,10087752009571,Imports Under,French Selections,Chateau Leoville Poyferre Saint Julien 1.5L,,,2015,,No,,,,,,1.50,L,,,0,0,0,0,6,9,1,1,1,1,0,0,0,1,,,,No,,No,No,,,,,,,,13.00,,,,,,,
13608,087752023105,10087752023102,Wines Under,Eagles Landing,Eagles Landing Fledgling Rose 750ml,,,2018,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,1,1,1,1,0,0,0,1,,,,No,,No,No,,,,,,,,12.50,,,,,,,
13601,087752020609,10087752020606,Wines Under,Eagles Landing,EAGLES LANDING FLEDGLING RED 750 ML,,,2014,,No,,,,,,750,ML,Natural Cork,,11.81,9.19,12.25,0,12,9,0,0,0,0,0,0,0,60,,,,No,,No,No,,,,,,,,14.50,,,,,,,
34613,087752023433,10087752023430,Imports Under,The Cave,CAVE MEVUSHAL 3LIT,,65% Cabernet Sauvignon/33% Merlot/and 2% Petit Verdot,2017,Red,No,,,Dry,Israel,,3,L,,Glass,0,0,0,0,1,3,1,1,1,1,0,0,0,54,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,12.50,,,,0,,,
38381,087752023617,10087752023614,Imports Under,Tabor,MALKIYA TABOR 1.5LIT,Cabernet Sauvignon,,2014,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,6,9,9.8,14.3,17.5,41.2,1.42,13,2,1,,,Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,,,,0,,,,14.50,,,,0,,,
40113,087752008621,10087752008628,Imports Under,French Selections,Barons Edmond Benjamin De Rothschild Haut-Medoc 3L,,Merlot/Cabernet Sauvignon,2016,Red,No,,,Dry,France,Haut Medoc,3,L,,Glass,0,0,0,0,1,3,6.28,18.15,16.1,14.5,0,0,0,100,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,14.50,,,,0,,,
33990,087752024744,10087752024185,Imports Under,Vitkin,CABERNET FRANC VITKIN 750 ML,Cabernet Franc,,2016,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,9.7,13.1,13.2,37.15,0.97,15,5,75,,,Kosher For Passover,No,OK; Chareidim - R’ Anschel,No,No,"Medium to full-bodied with on the palate ripe plums and tart cherries as well as raspberries with hints of green bell pepper, leafy tobacco and an interesting element of seaweed greenness, good acidity with spicy-sweet pipe tobacco, cedar and firm tannins that coat the mouth on the long finish.",,,0,,,,13.50,,,,0,,,
35480,087752023624,10087752023621,Imports Under,1848,1848 Second Generation Rosé 750ml,,65% Grenache/35% Barbera,2020,Red,No,,,Dry,Israel,,750,ML,Technological cork,Glass,0,0,0,0,12,9,9.5,12.7,11.9,36.85,0.83,15,5,75,,"Crushing, pressing, fermentation in stainless steel tanks under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,OU; Badatz Eida Chareidis; Bet Yosef,No,No,," light dishes, pizza and strawberries",I. Assouline,0,Terra rossa with large stones.,"Judean Hills area in Israel enjoys Mediterranean to semi desert climate, the elevation of the vineyard prevent from to high temperatures.",,11.50,3.19,6.6,1.3,0,,,
14640,087752022917,10087752022914,Wines Under,Herzog,CABERNET SAUV VALHALL VINEYARD HERZOG 750 ML,Cabernet Sauvignon,,2017,Red,No,,,Dry,,,750,ML,Natural Cork,,0,0,0,0,12,9,1,1,1,1,0,0,0,1,,,,Yes,,No,No,,,,,,,,15.50,,,,,,,
35175,087752012925,10087752012922,Imports Under,Shiloh,PETITE SYRAH SHILOH SECRET RESERVE 750 ML,Petite Syrah,,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,0,0,0,40.05,12,9,9.1,12.8,13.5,40.05,0,0,0,75,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Dark purple with a concentrated nose of ripe black fruit, freshly ground pepper, cloves, roasted meat and some toasted oak. Full-bodied and deeply extracted with on the palate loads of very ripe blackberries as well as leather, nutmeg, cloves and bitter-sweet chocolate, good acid to keep all that lively and in balance with the searing, mouth-coating tannins on the long finish.",,Amichai Lourie,0,,,18 months in French oak barrels,15.00,3.6,5.33,4.4000000000000004,0,,,
14923,19962722417,199627224170,Wines Under,Covenant,Covenant Zahav Late Harvest Chardonnay,Chardonnay,Late Harvest Chardonnay,2016,White,No,,,Sweet,USA,California,375,ML,Cork,Glass,0,0,0,0,12,4.5,7.6,10.1,10.4,21.45,0.46,22,4,88,374,"Whole-cluster press, Native Yeast fermentation, Barrel Fermented.",Kosher For Passover,No,OU; Rabbi Babad (Tartikover Rebbe),No,No,,Fruit-based desserts,Jeff Morgan and Jonathan Hajdu,0,,,9 months in 100% French oak,14.20,3.6,7.6,220,0,,,
33970,087752024164,10087752024161,Imports Under,Vitkin,PETITE SIRAH VITKIN 750 ML,Petite Syrah,,2016,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,9.8,13,11.9,38.1,0.88,0,0,70,,,Kosher For Passover,No,OK; Chareidim - R’ Anschel,No,No,"Medium to full-bodied (leaning to the full), fruit-forward the palate features a silky texture with flavors of fresh blue and blackberries as well as spices, mint, pipe tobacco and vanilla with well-balanced acidity and soft, near-sweet tannins on the long and juicy finish.",,,0,,,,13.50,,,,0,,,
30050,087752023556,10087752023553,Imports Under,Teperberg,Teperberg Providence Dry Red Wine 750ml,,Merlot/Malbec/Cabernet Sauvignon/Petit Verdot,2017,Red,No,,,Dry,Israel,Samson,750,ML,Diam,Glass,0,0,0,0,6,4.5,12.4,13.6,9.4,40.15,0.92,9,7,63,200,"Destemmed, crush, cold soak, alcoholic fermentation in stainless steel, extended maceration, pressed, MLF in stainless steel tank, barrel aged, blended, bottle aged.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"Dark cherry red in color with a light purple hue, on the nose cherries, plums, currants as well as a hint of spice. Full-bodied with on the palate red cherries, strawberries, raspberries as well as juicy red plums, followed by licorice/spices such as cinnamon/pepper, lively acidity with light notes of coffee rising along soft tannins that gently caress the mouth on the juicy finish.","Rib steak, braised meats or blue cheeses.","Shiki Rauchberger, Olivier Fratty",0,"Grumusol, Pale Rendzina & Terra Rosa","Narrow wadi bed at mountainous foothills, Plateau hills, cooler Mediterranean climate  ","18 months new French oak, 10 months bottle aged",14.50,3.64,5.9,dry,0,,,
37586,087752025093,10087752025090,Imports Under,Or Haganuz,Or Haganuz Har Gelili White Dessert Wine 500ml,Gewürztraminer,,2019,White,No,,,Semi Sweet,Israel,,500,ML,Tec Cork,Glass,0,0,0,0,12,6,7.2,10.1,12.2,25.75,0.51,0,0,100,500,"Hand picking harvest crushing, ,pressing, flotation, cold fermentation,,alcohol fortification.",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,,,Aharon Ziv,0,Basalt,"The winter prior to the growing season was characterized by warm temperatures relative to previous years, which caused an awakening and early ripening. During the growing season, the temperatures were relatively warm but not extreme, and near the vintage time the temprates dropped significantly, allowing for desired phenolic maturation",bottle aged,14.50,3.65,3.2,124.9,0,,,
35154,087752012109,,Imports Under,Shiloh,Shiloh Mosaic,,Merlot/Cabernet Sauvignon/Cabernet Franc/Petit Verdot,2016,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,0,0,0,0,12,9,9.3,12,13.4,40,0.87,0,0,75,,,Kosher For Passover,No,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Deep, almost impenetrable garnet with purple reflections. Generous but not-overpowering spicy wood/gently mouth-coating tannins",,Amichai Lourie,0,,,18 months in French oak barrels,14.80,3.57,6.27,4.7,0,,,
39066,081452801094,08145280109,Imports Under,Yatir,Yatir Wines Yatir Forest 1.5L,,Cabernet Sauvignon/Petit Verdot/Tannat,2017,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,1,1.5,14.9,14.9,4.6,7.6,0,0,0,98,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,14.50,,,,0,,,
35255,087752021538,10087752021532,Imports Under,Psagot,Psagot Edom,,"Cabernet Sauvignon,Merlot/Petit Verdot",2014,Red,No,,,Dry,Israel,,5,L,,Glass,0,0,0,0,1,5,5.7,21.6,6.7,18.5,0.48,20,6,120,,,Kosher For Passover,No,OU; Badatz Edah HaChareidis,No,No,,,,0,,,,14.50,,,,0,,,
39045,851561007256,10851561007253,Imports Under,Yatir,MT AMASA WHITE YATIR 750 ML,,Viognier/Chenin Blanc/Roussanne,2019,White,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,6,4.5,9.4,12,6.7,18.8,0.44,14,7,98,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,Eran Goldeasser,0,Rendzina & Loess,High mountain with impact from the desert edge.  Cold winter with low annual rainfall. Moderate-hot summer days/cool nights. ,,13.50,,,,0,,,
37615,087752025062,10087752025069,Imports Under,Or Haganuz,Or Haganuz Marom Cabernet Sauvignon 750ml *Mevushal*,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.6,12.8,12.8,40.7,0.91,15,5,75,600,"Selective hand picking harvest, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak barrel.",Kosher For Passover,Yes,OU; Badatz Jerusalem,No,No,,"A wine suitable for all types of foods, especially rich, savory meat dishes.",Aharon Ziv,0,Terra Rossa,"The winter before the growing season was overcast in the rains, but the temperatures provided the cold requirements for vines. The ripening season was in moderate weather conditions, except for a few weeks that were particularly hot.",French oak barrels 14 months,14.00,3.79,4.72,1,0,,,
35462,087752019818,10087752019815,Imports Under,1848,1848 Reserve Cabernet Sauvignon 1.5L,Cabernet Sauvignon,,2014,Red,No,,,Dry,Israel,,1.50,L,Natural Cork,Glass,14.37,4.5,4.5,0,4,6,10.04,14.96,8.86,26,0,0,0,55,,,Kosher For Passover,No,OU; Badatz Eida Chareidis; Bet Yosef,No,No,,,,0,,,,14.50,,,,0,,,
14593,087752024690,10087752024697,Wines Under,Herzog,Herzog Special Reserve Quartet Red Wine Blend 3L,,,2015,Red,No,,,Dry,USA,California,3,L,Natural Cork,Glass,0,0,0,0,1,3,9,9.12,23.12,13.2,1.1,0,0,40,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,,,,0,,,,14.50,,,,0,,,
39601,087752020982,10087752020989,Imports Under,Alexander,Alexander The Great Grand Reserve Dry Red Wine 1.5L,,60% Cabernet Sauvignon/15% Merlot/11% Petit Verdot/6% Cabernet Franc/4% Shiraz/4% Mourvedre,2010,Red,No,,,Dry,Israel,,1.50,L,Natural Cork,Glass,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,Kosher For Passover,No,OU; Rabbi Babad,No,No,,,,0,,,,14.00,,,,0,,,
34295,087752025352,10087752025359,Imports Under,Binyamina,MOSHAVA GRENACHE ROSE 750 ML,Grenache,,2020,Rose,No,,,Dry,Israel,,750,ML,,Glass,12.5,2.75,2.75,2.55,12,9,9.5,12,13,31.6,0,0,0,70,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,12.50,,,,0,,,
18210,087752019368,10087752019365,Wines Under,Oribella,ORIBELLA SEMI SWEET RED 750 ML,,,,,No,,,,,,750,ML,,,0,0,0,0,12,9,9.1,11.6,12.1,34,0.74,0,0,70,,,,Yes,,No,No,,,,,,,,10.00,,,,,,,
69100,733353400400,10733353400407,Imports Under,Myx,MYX X Concord Wine 750ml,Concord,,,Red,No,,,Sparkling Sweet,USA,,750,ML,,Glass,0,0,0,0,12,9,10.2,13.5,12.2,34.9,0,0,0,56,,,Kosher For Passover,No,OU,No,No,,,,0,,,,13.00,,,,0,,,
14577,087752019337,10087752019334,Wines Under,Herzog,Herzog One Plus XII Cabernet Sauvignon 750ml,Cabernet Sauvignon,,2012,Red,No,,,Dry,,,750,ML,Natural Cork,,0,0,0,0,12,9,1,1,1,1,0,0,0,1,,,,Yes,,No,No,,,,,,,,14.00,,,,,,,
38710,087752012185,10087752012182,Imports Under,Flegmann,CABERNET SAUVIGNON FLEGMANN 750ML,Cabernet Sauvignon,,2018,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,9.84,12.6,12.2,32,0,0,0,70,,,Kosher For Passover,No,,No,No,,,,0,,,,14.50,,,,0,,,
40510,087752027783,10087752027780,Imports Under,Herzog Selections France,Chateau Giscours Margaux 1.5L *Wood Box*,,,2018,,No,,,,,,1.50,L,,,14.03,3.9,3.9,5.51,1,1.5,5.12,5.12,15.28,6.61,0,0,0,21,,,,No,,No,No,,,,,,,,12.50,,,,,,,
14106,087752026298,10087752026295,Wines Under,Baron Herzog,Baron Herzog Aleph 1.5L,,,2018,Red,No,,,Semi Dry,USA,California,1.50,L,Natural Cork,Glass,0,0,0,0,6,9,8.4,12.4,13.3,32.4,0.73,15,4,56,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,,,,0,,,,13.50,,,,0,,,
30880,087752025994,10087752025991,Imports Under,Tzuba,Tzuba Estate Winery Terasa 750ml,,75% Cabernet Sauvignon/25% Syrah,2018,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,3.28,12,9,9.8,12.95,12.75,40.7,0.82,15,5,70,,,Kosher For Passover,No,OK,No,No,,,,0,,,,15.00,,,,0,,,
38053,087752026199,10087752026196,Imports Under,Tabor,Tulip Winery Cabernet Reserve Cabernet Sauvignon 3L,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,,3,L,,Glass,0,0,0,0,1,3,1,1,1,1,0.62,0,0,1,,,Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,,,,0,,,,14.25,,,,0,,,
37211,851561007287,10851561007284,Imports Under,Carmel Wines,CABERNET SAUV APPELLATION 1.5LIT,Cabernet Sauvignon,,2018,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,6,9,20.5,10.31,36.5,35.27,0.82,0,0,18,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,15.00,,,,0,,,
42588,087752026366,10087752026363,Imports Sparklng,Drappier,DRAPPIER ROSE BRUT CHAMPAGNE,,,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,12,9,12.8,20.08,7.48,47.62,1.12,6,5,50,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"Deep pink in color. On the nose, ripe raspberries, cherries and strawberries, as well as a touch of grapefruit, mint and yeast. Medium-bodied, with a nice mousse and vivid bubbles. On the palate, juicy ripe raspberries, black cherries and strawberries, as well as pink grapefruit, perfectly echoing the nose. Very clean, refined, rich ripe fruit, with a delicate touch of yeasty bitterness balancing out the medium-plus acidity and the fruit on the long and elegant finish.",,,0,,,,12.00,,,,0,,,
33650,087752024928,10087752024925,Imports Under,Segal,PETIT UF CABERNET SAUV SEGALS 750 ML,Cabernet Sauvignon,,2018,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,6,4.5,8.9,12.7,7.1,19.6,0.46,10,7,98,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer(Petach Tikvah); Rabbi Berger,No,No,"Deep red color, with notes of black currant, blackberry and mint.",,,0,,,,14.00,,,,0,,,
40201,087752020357,10087752020354,Imports Under,French Selections,Chateau Malmaison 1.5L,,,2016,,No,,,,,,1.50,ML,,,0,0,0,0,1,1.5,4.92,15.16,4.61,6.88,0.2,0,0,264,,,,No,,No,No,,,,,,,,14.00,,,,,,,
40861,087752024102,10087752024109,Imports Under,French Selections,Les Roches de Yon-Figeac Saint Emilion Grand Cru 1.5L,,Merlot/Cabernet Franc,2016,Red,No,,,Dry,France,,1.50,L,,Glass,0,0,0,0,1,1.5,1,1,1,4,0,0,0,198,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,,,,0,,,,14.00,,,,0,,,
14690,087752017951,10087752017958,Wines Under,Herzog,Herzog Special Reserve Viognier Chenin Blanc 750ml,,,2016,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,10.5,14.4,12,38.65,1.05,13,4,52,,,,No,,No,No,,,,,,,,13.50,,,,,,,
14602,087752024874,10087752024871,Wines Under,Herzog,Herzog Cabernet Sauvignon Dry Creek 375ml,Cabernet Sauvignon,,2016,Red,No,,,Dry,USA,"Dry Creek Vineyard, California",375,ML,Natural Cork,Glass,0,0,0,0,24,9,1,1,1,1,0,0,0,1,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,,,,0,,,,14.00,,,,0,,,
69052,69052,,Imports Under,Myx,MYX Red Berries Sangria 187ml,,,,,No,,,,,,187,ML,,,0,0,0,0,24,4.5,1,1,1,1,0,0,0,1,,,,No,,No,No,,,,,,,,5.00,,,,,,,
14213,14213,10087752009823,Wines Under,Herzog,Herzog Cabernet Sauv NV/03 750ml,,,2003,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,1,1,1,37,0,0,0,70,,,,No,,No,No,,,,,,,,13.50,,,,,,,
35506,087752025031,10087752025038,Imports Under,Gush Etzion,GUSH ETZION BLESSED VALLEY CHARDONNAY 750 ML,Chardonnay,,2020,White,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,6,4.5,9.6,12.2,7,19.05,0.47,12,7,112,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,,,,0,,,,13.50,,,,0,,,
35961,321,,Imports Under,Domaine Du Castel,Domaine Du Castel Grand Vin 1.5L,,Cabernet Sauvignon/Merlot and Petit Verdot,2019,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,1,1.5,4.6,14.8,4.4,35,0.17,0,0,273,,,Kosher For Passover,No,OK; Badatz Beit Yosef; Haredim,No,No,,,,0,,,,15.00,,,,0,,,
35114,35114,,Imports Under,Shiloh,Shiloh Secret Reserve Cabernet Sauvignon 5L,,,2018,,No,,,,,,5,L,,,0,0,0,0,1,5,1,1,1,1,0,0,0,50,,,,No,,No,No,,,,,,,,15.30,,,,,,,
39030,851561007270,10851561007277,Imports Under,Yatir,CREEK RED YATIR 750 ML,,Syrah/Tannat/Malbec,2018,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,6,4.5,1,1,1,1,0,14,7,98,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,Eran Goldeasser,0,Rendzina & Loess,High mountain with impact from the desert edge.  Cold winter with low annual rainfall. Moderate-hot summer days/cool nights. ,,14.50,,,,0,,,
34410,087752013908,10087752013905,Imports Under,Binyamina,THE CHOSEN TARSHISH 750 ML,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,12.7,13.1,7.6,22.85,0.73,0,0,54,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,14.00,,,,0,,,
38085,087752025550,10087752025557,Imports Under,Tabor,MT TABOR ROSE 750 ML,Cabernet Sauvignon,,2020,Red,No,,,Off Dry,Israel,Galilee,750,ML,Screw Cap,Glass,0,0,0,0,12,9,8.9,12.4,13.3,31.65,0,0,0,75,2000,"All grapes were hand picked at early morning ,crushed and pressed.  Cold fermented in stainless steel.
",Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,"Salmon pink in color with on the nose ripe strawberries and grapefruit. Light in body with on the palate sweet cherries and strawberries followed by pink grapefruit, rose water and a hint of papaya with very nice acidity rising towards the refreshing finish.ï¿½","Pasta, light dishs, on it's own, apertif, and fish.

",Arie Nesher and Or Nidbach,0,Volcanic soil,"900 m, mineral plateau soil",Stainless Steel,13.50,3.2,6,19.600000000000001,0,,,
11141,087752003220,10087752003227,Wines Under,Tam Pree,Tam Pree Cream Red 1.5L,,,,,No,,,,,,1.50,L,,,0,0,0,0,6,9,0,0,0,0,0,0,0,0,,,,No,,No,No,,,,,,,,8.00,,,,,,,
11241,087752014264,10087752014261,Wines Under,Geula,CREAM RED CONCORD GEULA 1.5 LIT use #11131,,,,,No,,,,,,1.50,L,,,0,0,0,0,6,9,9.75,14.5,11.5,32.75,0.94,0,0,65,,,,No,,No,No,,,,,,,,9.00,,,,,,,
11440,087752011461,10087752011468,Wines Under,Laufer,Laufer Winery Charteau Semi-Dry White 750ml,,,2015,White,No,,,Semi Dry,,,750,ML,Natural Cork,,0,0,0,0,12,9,10.25,13,12,37,0.93,0,0,75,,,,Yes,,No,No,,,,,,,,11.00,,,,,,,
12490,087752025147,10087752025144,Wines Under,Kesser,Farbrengen Kiddush & Havdala 750ml,,,,Red,No,,,Sweet,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.1,12.4,11.5,32.55,0.75,0,0,75,,,Kosher For Passover,Yes,OK; Rabbi Weissmandl; Lubavitch Beis Din,No,No,,,,0,,,,7.00,,,,0,,,
13670,087752010952,10087752010959,Wines Under,Eagles Landing,Eagles Landing Syrah 750ml,Syrah,,2017,Red,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,0,0,0,0,12,9,0.01,0.01,0.01,18,0,0,0,1,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Eagles Landing Syrah displays a deep ruby colour and exceptional aromas of sun ripened blackberry, black plum and blueberry jam with subtle herbs de Provence in a long and lush finish. Well integrated tannins give the wine a firm structure and capacity to age for a decade.",,,0,,,,14.80,,,,0,,,
